CustomerID,Name,Gender,Age,City,Signup_Date,Last_purchase_date,purchase_amount,feedback_score,email,Phone_number,Country
5390,Neha,Male,43.0,Bangalore,2025-11-19,2025-01-21,2460.355,5.0,user5389@mail.com,,USA
C5391,Unknown,Female,43.0,Mumbai,,,2460.355,2.0,,9847692358,Canada
5392,Ravi,Male,43.0,Unknown,,,2460.355,3.0,,9914615996,Unknown
5393,Unknown,Female,43.0,Hyderabad,,2021-01-07,2460.355,3.0,,,Unknown
5394,Ankit,Female,43.0,Mumbai,,,76.87,3.0,,,USA
C5395,Ravi,Unknown,43.0,Pune,2025-11-04,,2460.355,3.0,,,USA
,Sneha,Female,45.0,Hyderabad,,,2460.355,3.0,,,USA
5397,Amit,Female,43.0,Pune,,,2460.355,3.0,,,India
5398,Ankit,Female,43.0,Ahmedabad,2022-12-01,,2460.355,3.0,,9260617437,UK
5399,Unknown,Female,43.0,Bangalore,,,2460.355,3.0,user5398@mail.com,,India
5400,Ankit,Female,43.0,Hyderabad,,2023-09-14,2460.355,3.0,,,Unknown
5401,Unknown,Female,43.0,Ahmedabad,,2023-04-28,2460.355,3.0,,,India
5402,Pooja,Female,43.0,Delhi,2025-05-05,,2460.355,1.0,,,Australia
5403,Rahul,Female,43.0,Pune,,2022-07-06,2460.355,3.0,,,India
5404,Sneha,Male,43.0,Kolkata,,,3414.42,3.0,,,Australia
5405,Simran,Female,43.0,Hyderabad,2022-12-11,,2460.355,3.0,,,India
,Unknown,Male,43.0,Hyderabad,2023-10-08,,2460.355,3.0,user5405@mail.com,9444337386,Canada
,Neha,Female,43.0,Kolkata,,2024-08-18,2460.355,2.0,user5406@mail.com,,UK
5408,Simran,Male,43.0,Mumbai,,,2460.355,3.0,,,UK
,Amit,Female,43.0,Unknown,2024-11-10,,2460.355,3.0,,,India
C5410,Unknown,Male,60.0,Hyderabad,2020-12-06,,2460.355,1.0,,,Unknown
5411,Priya,Male,43.0,Pune,,2021-11-27,2460.355,3.0,user5410@mail.com,,Canada
C5412,Ankit,Female,43.0,Delhi,2021-01-17,,2460.355,3.0,user5411@mail.com,,Unknown
,Simran,Female,43.0,Chennai,2025-05-29,2024-12-22,2460.355,3.0,,,Unknown
5414,Rahul,Male,43.0,Hyderabad,,2022-10-31,2460.355,4.0,,,Australia
C5415,Rahul,Female,43.0,Chennai,2025-07-23,,2460.355,3.0,,,Australia
C5416,Ravi,Unknown,23.0,Unknown,2022-12-02,2021-02-16,2460.355,3.0,,,USA
5417,Rahul,Male,35.0,Unknown,2020-11-06,2021-09-09,2460.355,3.0,user5416@mail.com,,Australia
5418,Pooja,Female,43.0,Chennai,2021-06-21,,2460.355,3.0,,,Unknown
5419,Ankit,Male,43.0,Mumbai,,,2460.355,3.0,user5418@mail.com,9507766897,UK
,Kiran,Male,43.0,Delhi,,,2460.355,3.0,,,Unknown
,Amit,Unknown,52.0,Hyderabad,,2021-03-25,2460.355,4.0,,9639407295,Australia
5422,Kiran,Unknown,43.0,Delhi,2021-11-13,,2460.355,3.0,user5421@mail.com,9275017879,India
5423,Kiran,Male,43.0,Kolkata,2022-09-26,,2460.355,3.0,,,Unknown
5424,Ravi,Unknown,34.0,Kolkata,2025-11-04,2023-04-28,2460.355,3.0,,,Australia
5425,Ankit,Unknown,20.0,Bangalore,,2021-06-18,2460.355,3.0,,,Unknown
5426,Unknown,Male,43.0,Hyderabad,2020-09-24,,2460.355,3.0,user5425@mail.com,,Australia
C5427,Simran,Male,43.0,Mumbai,,,854.9,3.0,,,Unknown
5428,Unknown,Female,43.0,Kolkata,,,2460.355,3.0,,,UK
5429,Priya,Male,43.0,Hyderabad,,2024-04-07,2460.355,3.0,user5428@mail.com,,UK
5430,Neha,Female,43.0,Kolkata,2025-05-23,,2460.355,3.0,,,India
,Sneha,Unknown,25.0,Bangalore,2022-04-11,,2460.355,3.0,,,Canada
5432,Unknown,Unknown,43.0,Unknown,,,2460.355,3.0,user5431@mail.com,,Canada
,Ankit,Unknown,43.0,Chennai,2024-09-12,,4612.31,3.0,user5432@mail.com,,Canada
C5434,Amit,Unknown,23.0,Unknown,,,2460.355,3.0,user5433@mail.com,,UK
C5435,Priya,Female,42.0,Pune,,2020-09-09,2460.355,3.0,user5434@mail.com,9302917739,UK
C5436,Unknown,Male,43.0,Bangalore,,,2182.03,5.0,,,Unknown
,Sneha,Female,43.0,Unknown,2023-10-16,,2460.355,3.0,user5436@mail.com,,UK
5438,Pooja,Male,43.0,Pune,,,2460.355,3.0,,,Canada
5439,Sneha,Male,43.0,Hyderabad,,,2460.355,3.0,user5438@mail.com,,Canada
5440,Ankit,Female,43.0,Unknown,,,2035.64,3.0,,9784336122,USA
C5441,Kiran,Unknown,43.0,Pune,2022-11-27,,2460.355,3.0,,,Unknown
C5442,Ankit,Female,43.0,Chennai,,,2460.355,3.0,,9220584890,Canada
5443,Ravi,Female,43.0,Chennai,,,363.89,3.0,,9361128146,India
5444,Ankit,Unknown,43.0,Bangalore,,,2619.28,1.0,,,UK
5445,Simran,Male,43.0,Bangalore,2023-05-21,,2460.355,3.0,user5444@mail.com,,Unknown
,Ankit,Unknown,43.0,Mumbai,2022-08-19,,2460.355,4.0,,,USA
5447,Ravi,Unknown,43.0,Mumbai,2023-11-19,,4447.63,4.0,user5446@mail.com,9279647398,India
5448,Ankit,Male,35.0,Bangalore,,,3556.34,3.0,,,India
5449,Unknown,Male,43.0,Unknown,2021-03-04,2023-05-28,2460.355,3.0,,,UK
5450,Ravi,Male,43.0,Chennai,,2020-08-07,2460.355,2.0,user5449@mail.com,,UK
,Ankit,Female,43.0,Bangalore,,,3099.55,2.0,,,Canada
C5452,Neha,Female,47.0,Mumbai,,,2460.355,2.0,user5451@mail.com,,USA
5453,Kiran,Male,46.0,Kolkata,2022-08-30,,2460.355,3.0,,9901972997,UK
5454,Ravi,Female,43.0,Delhi,2021-01-20,,2460.355,5.0,user5453@mail.com,9101229376,USA
5455,Unknown,Female,43.0,Unknown,2025-11-26,,2387.49,3.0,,,USA
,Pooja,Male,18.0,Bangalore,2021-03-20,2025-03-25,2460.355,3.0,,,UK
C5457,Pooja,Female,26.0,Ahmedabad,,,2460.355,3.0,,9226993761,USA
5458,Amit,Unknown,43.0,Chennai,2021-02-06,,2460.355,3.0,,9358933651,Canada
5459,Ravi,Male,24.0,Ahmedabad,,,2460.355,3.0,,,Unknown
5460,Rahul,Male,43.0,Kolkata,,2025-07-15,2460.355,5.0,,,Canada
,Unknown,Male,27.0,Ahmedabad,,,2460.355,3.0,,9957488436,Australia
,Amit,Male,43.0,Unknown,,2024-04-26,2460.355,3.0,,9971173870,UK
5463,Sneha,Female,43.0,Delhi,2022-01-14,,1958.57,3.0,,,Australia
5464,Amit,Female,43.0,Pune,,,3180.63,3.0,,9382696548,USA
5465,Amit,Unknown,43.0,Chennai,,,323.23,3.0,user5464@mail.com,,India
5467,Rahul,Female,43.0,Unknown,2023-02-14,2023-06-17,2460.355,3.0,,,USA
,Sneha,Female,27.0,Chennai,2025-09-15,,2460.355,3.0,,9128451066,Canada
5469,Ankit,Male,43.0,Bangalore,,,2460.355,3.0,,9575990734,Australia
C5470,Neha,Female,43.0,Bangalore,2020-12-14,,2460.355,3.0,user5469@mail.com,,Unknown
C5471,Unknown,Female,43.0,Delhi,,2023-07-30,2460.355,3.0,,,India
5472,Unknown,Male,43.0,Pune,2022-07-12,,2460.355,3.0,,,Australia
5473,Simran,Male,44.0,Hyderabad,2024-12-05,2025-04-21,2460.355,3.0,,9724223586,India
5474,Simran,Female,43.0,Hyderabad,,,845.11,3.0,user5473@mail.com,,Unknown
,Unknown,Unknown,43.0,Ahmedabad,,,2460.355,3.0,,,India
5476,Simran,Male,43.0,Hyderabad,,2020-12-25,2460.355,3.0,,9797909495,UK
,Kiran,Female,43.0,Bangalore,,,2460.355,3.0,user5476@mail.com,9440902569,Canada
5478,Neha,Female,43.0,Unknown,2022-02-04,,2460.355,3.0,,,UK
,Pooja,Male,43.0,Chennai,,,2460.355,5.0,,,USA
5480,Priya,Male,43.0,Hyderabad,2021-12-23,2025-03-29,2460.355,3.0,,,USA
5481,Amit,Unknown,43.0,Unknown,,2025-05-24,2460.355,3.0,,,Australia
5482,Priya,Female,43.0,Bangalore,2023-07-06,,2460.355,3.0,,,Unknown
5483,Neha,Male,33.0,Unknown,,,2460.355,3.0,,,USA
5484,Amit,Unknown,43.0,Unknown,,,2460.355,3.0,user5483@mail.com,,Canada
,Ankit,Male,43.0,Chennai,,2025-04-19,2460.355,3.0,,,Unknown
5486,Rahul,Female,43.0,Pune,2021-04-01,2023-04-22,2460.355,5.0,,,Unknown
5487,Unknown,Female,43.0,Chennai,,,4997.87,4.0,,9409909683,India
,Unknown,Female,43.0,Unknown,2022-08-31,2022-07-23,787.16,3.0,,,UK
,Priya,Unknown,43.0,Delhi,2021-02-03,,2460.355,3.0,,,Unknown
C5490,Unknown,Unknown,43.0,Kolkata,,2025-06-13,2460.355,3.0,,,India
C5491,Simran,Female,43.0,Delhi,,2025-09-22,2460.355,1.0,,,Canada
C5492,Sneha,Female,53.0,Ahmedabad,2025-04-26,,2460.355,3.0,user5491@mail.com,9174501147,USA
5493,Ravi,Male,54.0,Delhi,,,2460.355,3.0,,,Canada
C5494,Rahul,Male,43.0,Hyderabad,,,2460.355,3.0,user5493@mail.com,,Australia
5495,Unknown,Female,43.0,Ahmedabad,2020-11-28,,2460.355,3.0,user5494@mail.com,,Canada
5496,Unknown,Female,43.0,Delhi,,2021-01-08,2460.355,3.0,,,India
C5497,Priya,Male,43.0,Kolkata,,,2460.355,3.0,user5496@mail.com,9816677166,India
5498,Ankit,Male,43.0,Hyderabad,,,2460.355,3.0,,,Unknown
C5499,Priya,Female,43.0,Mumbai,2025-06-12,2025-08-01,2460.355,3.0,,,UK
,Amit,Male,24.0,Pune,,,2460.355,3.0,,,UK
,Sneha,Male,43.0,Bangalore,,2022-12-30,2460.355,2.0,,9859658744,Australia
C5502,Sneha,Unknown,43.0,Delhi,2024-10-19,,2460.355,3.0,user5501@mail.com,,Unknown
C5503,Priya,Female,43.0,Chennai,2025-05-22,2020-12-30,2460.355,3.0,,9808549976,Canada
,Kiran,Female,43.0,Bangalore,,,2460.355,3.0,,,India
C5505,Unknown,Female,43.0,Pune,,,150.09,5.0,user5504@mail.com,,Australia
,Unknown,Male,43.0,Pune,,2025-02-14,2460.355,3.0,user5505@mail.com,,UK
5507,Rahul,Male,43.0,Ahmedabad,2025-10-29,2022-09-24,1779.63,1.0,user5506@mail.com,9596909071,UK
C5508,Amit,Female,18.0,Unknown,2024-03-15,,2460.355,3.0,,,Australia
C5509,Priya,Female,43.0,Ahmedabad,2020-10-04,2022-07-25,2460.355,1.0,,,Australia
5510,Pooja,Unknown,47.0,Hyderabad,2024-01-10,,2460.355,3.0,user5509@mail.com,,USA
5511,Sneha,Male,43.0,Pune,,2023-09-09,758.99,3.0,,,USA
,Sneha,Male,27.0,Kolkata,2022-10-29,,4183.7,3.0,,,Unknown
5513,Simran,Female,30.0,Mumbai,,2024-08-24,4177.36,3.0,,9563627596,UK
5514,Kiran,Female,43.0,Bangalore,,,2460.355,1.0,,,USA
C5515,Ravi,Male,43.0,Kolkata,2022-10-05,,2460.355,3.0,,,UK
5516,Priya,Male,43.0,Kolkata,2024-01-06,,2460.355,4.0,,,Unknown
5517,Sneha,Male,43.0,Hyderabad,2024-01-19,,2460.355,3.0,,,Unknown
C5518,Sneha,Female,43.0,Ahmedabad,,,2460.355,3.0,user5517@mail.com,9830949046,UK
5519,Rahul,Male,43.0,Bangalore,,2022-10-03,2460.355,3.0,,,USA
5520,Rahul,Female,43.0,Chennai,,2025-11-04,2078.05,3.0,user5519@mail.com,,Unknown
5521,Unknown,Female,18.0,Mumbai,2023-07-10,,2460.355,3.0,,,Unknown
,Ravi,Unknown,43.0,Kolkata,2022-01-24,2020-09-03,1561.99,1.0,,,Unknown
5523,Kiran,Female,43.0,Hyderabad,2023-09-25,,2572.37,3.0,user5522@mail.com,9979330008,USA
,Amit,Unknown,43.0,Hyderabad,2020-12-07,2021-12-11,2460.355,3.0,,,Canada
C5525,Ankit,Male,43.0,Delhi,,,2460.355,3.0,,,Canada
C5526,Unknown,Unknown,43.0,Mumbai,2024-05-05,,2460.355,3.0,user5525@mail.com,,Canada
C5527,Amit,Unknown,46.0,Ahmedabad,2020-10-03,2022-08-03,2460.355,3.0,,,Unknown
5529,Neha,Female,43.0,Chennai,,,2460.355,1.0,,,India
5530,Priya,Unknown,43.0,Ahmedabad,,2023-12-28,2460.355,3.0,user5529@mail.com,9755901245,Canada
,Priya,Male,39.0,Mumbai,,,2460.355,3.0,,,Australia
5532,Rahul,Male,43.0,Hyderabad,,,2460.355,3.0,user5531@mail.com,9774264846,Unknown
C5533,Pooja,Male,67.0,Unknown,2023-10-21,,2460.355,3.0,user5532@mail.com,,UK
,Unknown,Unknown,43.0,Bangalore,2024-07-13,2022-01-02,2460.355,3.0,,,India
5535,Sneha,Female,43.0,Mumbai,2025-02-19,,2460.355,3.0,,9577211434,USA
,Sneha,Female,43.0,Chennai,2025-11-04,2022-04-08,2460.355,3.0,,,Canada
5537,Ravi,Unknown,43.0,Unknown,,,2460.355,3.0,,,USA
C5538,Priya,Female,42.0,Hyderabad,2022-06-03,,2460.355,3.0,,,India
5539,Neha,Female,43.0,Kolkata,2023-08-06,,1522.97,3.0,,,Australia
C5540,Rahul,Male,66.0,Hyderabad,2021-09-15,,175.51,3.0,user5539@mail.com,,India
C5541,Pooja,Female,43.0,Unknown,,,2460.355,3.0,,,UK
5542,Neha,Female,43.0,Chennai,,,2460.355,3.0,,,India
5543,Rahul,Male,43.0,Kolkata,,,985.66,5.0,,9345273677,USA
,Unknown,Male,43.0,Delhi,2024-09-07,,2460.355,5.0,,,Unknown
5545,Unknown,Unknown,43.0,Chennai,2021-06-18,,2460.355,3.0,,,Unknown
5546,Sneha,Female,43.0,Delhi,,,2460.355,3.0,,,UK
5547,Unknown,Male,43.0,Pune,2024-01-23,,2460.355,3.0,,,Unknown
,Amit,Female,43.0,Bangalore,2024-06-11,2023-01-11,4420.22,3.0,,,USA
,Rahul,Male,33.0,Kolkata,,,2460.355,5.0,,,USA
C5550,Unknown,Male,60.0,Ahmedabad,2024-03-10,,2460.355,3.0,,9107973488,India
5551,Unknown,Female,43.0,Bangalore,,,2460.355,3.0,,,USA
5552,Rahul,Female,43.0,Bangalore,,2023-10-10,2460.355,3.0,,9817463936,UK
5553,Neha,Male,43.0,Pune,,2024-11-11,2460.355,3.0,,,UK
5554,Neha,Female,43.0,Ahmedabad,2020-08-28,2021-08-17,2785.11,3.0,,9830120308,Canada
,Ravi,Male,41.0,Mumbai,2021-11-27,,4505.91,3.0,,,USA
5556,Unknown,Male,43.0,Pune,,2025-05-05,2460.355,3.0,user5555@mail.com,,UK
5557,Unknown,Male,43.0,Unknown,,2023-08-26,1089.27,3.0,,,USA
,Ravi,Male,30.0,Mumbai,,,2460.355,3.0,,,Canada
,Amit,Male,58.0,Mumbai,,,2460.355,3.0,,9765120877,Unknown
C5560,Ravi,Female,43.0,Unknown,,,2042.91,3.0,,,India
5561,Rahul,Female,43.0,Mumbai,,,351.9,3.0,,,UK
5562,Unknown,Female,47.0,Bangalore,2024-12-02,2025-01-04,2460.355,3.0,user5561@mail.com,9655256350,India
5563,Unknown,Female,43.0,Bangalore,,,2460.355,3.0,,,Unknown
5564,Sneha,Female,43.0,Ahmedabad,,,2460.355,3.0,user5563@mail.com,,Unknown
5565,Unknown,Unknown,43.0,Bangalore,2023-05-26,,2460.355,3.0,user5564@mail.com,9359882090,UK
C5566,Rahul,Unknown,43.0,Mumbai,,,2460.355,3.0,user5565@mail.com,,Canada
5567,Unknown,Male,43.0,Chennai,,2022-09-10,2460.355,3.0,,9247571374,Unknown
5568,Priya,Unknown,43.0,Mumbai,2022-01-03,2023-12-24,2460.355,3.0,user5567@mail.com,,India
5569,Amit,Unknown,43.0,Chennai,2023-08-30,2021-02-10,2460.355,3.0,,,India
5570,Ravi,Male,43.0,Bangalore,2025-09-29,,256.89,2.0,,,UK
5571,Priya,Male,43.0,Bangalore,,,2460.355,3.0,,,Australia
,Sneha,Unknown,55.0,Unknown,,,2460.355,5.0,user5571@mail.com,,Unknown
5573,Rahul,Female,43.0,Bangalore,,2024-04-22,2460.355,2.0,user5572@mail.com,9463410134,UK
C5574,Sneha,Female,43.0,Mumbai,,,2460.355,3.0,,,Canada
C5575,Rahul,Male,43.0,Mumbai,2020-12-29,,2460.355,3.0,,9860598397,India
C5576,Unknown,Female,43.0,Delhi,2022-06-16,,2460.355,3.0,,,USA
5577,Ravi,Unknown,43.0,Hyderabad,,2023-06-01,2576.89,3.0,,,Canada
5578,Kiran,Male,43.0,Kolkata,,,2460.355,3.0,user5577@mail.com,,Australia
5579,Unknown,Male,43.0,Chennai,2025-03-25,2025-08-16,2460.355,3.0,,,Australia
5580,Unknown,Male,43.0,Hyderabad,,,2460.355,3.0,,,Australia
5581,Ankit,Male,69.0,Pune,,,2460.355,3.0,,9630196827,USA
C5582,Unknown,Male,43.0,Chennai,2022-05-31,2025-06-22,2460.355,3.0,user5581@mail.com,,Canada
5583,Ravi,Female,43.0,Hyderabad,2021-09-05,,2460.355,3.0,,,Australia
5584,Neha,Female,43.0,Mumbai,,,481.55,1.0,user5583@mail.com,9602643279,Australia
,Kiran,Female,43.0,Delhi,2021-03-05,2023-05-02,1833.38,1.0,,,Canada
5586,Pooja,Male,43.0,Unknown,,,2460.355,1.0,,,Australia
5587,Pooja,Female,31.0,Mumbai,,,2460.355,3.0,,,Canada
5588,Amit,Male,43.0,Hyderabad,2022-02-18,,2460.355,3.0,,,Canada
C5590,Sneha,Unknown,50.0,Hyderabad,,,2460.355,3.0,,,Unknown
C5591,Kiran,Female,43.0,Unknown,,,2460.355,2.0,,,Unknown
5592,Sneha,Unknown,43.0,Pune,2024-07-23,,2460.355,3.0,,,India
5593,Sneha,Female,43.0,Ahmedabad,2025-10-22,2022-12-29,2460.355,5.0,,,India
5594,Neha,Female,43.0,Chennai,2022-09-28,,4587.57,3.0,,,UK
5595,Sneha,Male,43.0,Mumbai,,,2460.355,3.0,,,UK
C5596,Ravi,Unknown,69.0,Mumbai,2023-04-05,,2460.355,3.0,,,UK
5597,Unknown,Female,39.0,Kolkata,2024-04-17,,2460.355,3.0,,9819014986,USA
5598,Sneha,Female,61.0,Kolkata,,2025-05-06,2460.355,4.0,,,India
5599,Rahul,Female,56.0,Chennai,2024-01-09,,2612.22,4.0,,9195663626,Australia
,Unknown,Unknown,43.0,Pune,2022-10-24,2023-04-16,2460.355,3.0,,9379606486,Unknown
,Ravi,Male,43.0,Delhi,,2024-11-15,2460.355,1.0,,,India
,Ravi,Female,43.0,Ahmedabad,,,2460.355,3.0,,,USA
,Priya,Unknown,43.0,Bangalore,2023-09-22,,3841.51,3.0,,,India
C5604,Sneha,Female,43.0,Kolkata,,,2679.95,3.0,user5603@mail.com,,India
,Sneha,Unknown,43.0,Hyderabad,2025-06-15,2025-01-14,2460.355,3.0,,,Unknown
5606,Ankit,Male,43.0,Chennai,,,2460.355,3.0,,,India
5607,Priya,Female,43.0,Pune,,2021-12-09,2783.26,3.0,user5606@mail.com,,India
5608,Kiran,Unknown,60.0,Pune,2023-12-29,,2460.355,3.0,,,Unknown
5609,Neha,Male,43.0,Ahmedabad,2023-05-13,,339.7,3.0,user5608@mail.com,,India
5610,Ankit,Male,43.0,Chennai,,,2460.355,3.0,,,India
5611,Pooja,Male,43.0,Pune,,2025-07-12,2460.355,3.0,,,Australia
C5612,Ravi,Unknown,43.0,Hyderabad,,,2460.355,3.0,user5611@mail.com,,Canada
C5613,Kiran,Unknown,43.0,Hyderabad,,,2460.355,1.0,,9908937908,Unknown
5614,Ankit,Male,43.0,Chennai,2025-08-14,,2460.355,3.0,user5613@mail.com,,Australia
C5615,Kiran,Female,43.0,Chennai,2024-07-15,,4967.76,3.0,user5614@mail.com,,USA
,Simran,Male,42.0,Bangalore,,,2460.355,2.0,,,UK
C5617,Unknown,Unknown,57.0,Bangalore,,,2460.355,3.0,,,India
5618,Priya,Unknown,61.0,Mumbai,,,2460.355,5.0,user5617@mail.com,9400684119,Canada
5619,Sneha,Male,21.0,Chennai,,,2460.355,3.0,user5618@mail.com,9360062507,Australia
5620,Rahul,Male,43.0,Hyderabad,2021-05-13,2022-09-01,2460.355,1.0,,,Canada
C5621,Unknown,Male,43.0,Chennai,2020-12-10,2025-10-08,2460.355,3.0,,9306420616,Australia
C5622,Rahul,Male,67.0,Ahmedabad,,,2088.12,3.0,,,India
C5623,Kiran,Female,43.0,Pune,2025-04-21,,2460.355,2.0,,,Unknown
C5624,Rahul,Female,43.0,Hyderabad,,,144.69,2.0,user5623@mail.com,9662095836,Canada
,Neha,Female,43.0,Delhi,2021-04-26,,2460.355,3.0,,,Canada
5626,Unknown,Male,43.0,Mumbai,2021-03-01,,599.46,3.0,,9249467218,Unknown
,Ravi,Female,43.0,Kolkata,2025-07-20,2021-05-29,2460.355,3.0,,,Unknown
5628,Ravi,Male,43.0,Mumbai,2021-08-06,,2460.355,3.0,,,Canada
5629,Unknown,Male,22.0,Kolkata,,2022-12-24,2460.355,3.0,,,Unknown
5630,Ravi,Unknown,43.0,Unknown,,,201.89,3.0,,,India
5631,Simran,Male,43.0,Unknown,2020-11-18,2021-01-15,2460.355,3.0,,,Australia
5632,Ankit,Female,43.0,Mumbai,2021-08-26,,1427.6,3.0,,,Australia
C5633,Unknown,Male,43.0,Pune,,,2460.355,3.0,,,UK
5634,Sneha,Male,43.0,Mumbai,,2020-10-06,2692.05,2.0,user5633@mail.com,,Canada
C5635,Simran,Male,43.0,Pune,2022-04-23,,2460.355,3.0,user5634@mail.com,,Unknown
5636,Pooja,Female,43.0,Pune,2023-06-08,,2460.355,5.0,user5635@mail.com,9582606144,Australia
5637,Rahul,Unknown,23.0,Hyderabad,,,2460.355,3.0,user5636@mail.com,9277635991,Australia
5638,Sneha,Unknown,43.0,Delhi,,,2460.355,3.0,user5637@mail.com,,USA
5639,Amit,Female,43.0,Bangalore,2023-11-14,,2460.355,5.0,user5638@mail.com,9484967882,UK
C5640,Pooja,Female,43.0,Pune,,2026-01-09,2460.355,3.0,,,India
,Kiran,Male,59.0,Kolkata,,,2460.355,3.0,,,Australia
C5642,Rahul,Female,43.0,Bangalore,2025-03-02,,2460.355,3.0,,,USA
5643,Simran,Unknown,43.0,Delhi,2022-10-20,2023-05-29,2460.355,3.0,,9244954050,UK
5644,Sneha,Male,43.0,Delhi,,,2460.355,3.0,,,Unknown
,Neha,Female,43.0,Delhi,2023-07-30,,2460.355,3.0,,,USA
C5646,Kiran,Female,43.0,Ahmedabad,2021-01-30,,727.64,3.0,,,USA
,Pooja,Male,43.0,Hyderabad,,,2460.355,3.0,,,USA
5648,Kiran,Female,31.0,Bangalore,2021-01-10,2021-08-27,628.99,3.0,,9519417139,UK
C5649,Ravi,Male,43.0,Bangalore,,,3457.98,5.0,,,UK
5650,Ankit,Male,29.0,Mumbai,2021-12-08,2023-01-26,1806.71,3.0,,9345469129,India
,Rahul,Female,43.0,Delhi,,,2460.355,3.0,,,USA
C5652,Amit,Male,43.0,Mumbai,2025-06-21,2022-01-23,2460.355,3.0,,,UK
5653,Pooja,Male,30.0,Kolkata,2024-07-06,,2460.355,3.0,user5652@mail.com,,USA
5654,Ravi,Unknown,43.0,Bangalore,,2023-10-26,2460.355,3.0,,,India
C5655,Amit,Unknown,43.0,Ahmedabad,2025-07-06,,2460.355,3.0,,,Canada
,Ravi,Female,27.0,Pune,,,4647.98,3.0,,,India
5657,Pooja,Unknown,62.0,Unknown,2024-08-23,,2460.355,3.0,,,India
5658,Sneha,Male,43.0,Kolkata,2021-09-09,2022-08-06,2460.355,3.0,,9790189797,Canada
5659,Pooja,Female,43.0,Hyderabad,2024-06-21,,2460.355,3.0,,9766382825,UK
C5660,Pooja,Male,43.0,Kolkata,2025-05-05,,4977.36,3.0,,,India
5661,Priya,Male,43.0,Unknown,2021-07-22,,1505.3,3.0,,,India
,Ravi,Female,43.0,Chennai,2022-04-07,,2460.355,3.0,,,India
5663,Unknown,Female,43.0,Kolkata,2024-06-22,2024-03-26,1299.42,3.0,,,USA
5664,Rahul,Male,43.0,Delhi,,,3585.22,3.0,,,India
5665,Rahul,Male,43.0,Kolkata,,,2403.64,3.0,,,Unknown
,Ankit,Male,59.0,Mumbai,2021-11-20,,2460.355,2.0,,,Australia
5667,Ankit,Female,43.0,Pune,,,1801.94,3.0,user5666@mail.com,,Canada
C5668,Sneha,Male,43.0,Pune,2024-02-24,,2460.355,3.0,,,Canada
5669,Sneha,Male,37.0,Bangalore,,,2460.355,3.0,,9887870448,UK
5670,Pooja,Male,43.0,Hyderabad,,2022-05-09,3597.48,3.0,,,Australia
5671,Simran,Unknown,40.0,Bangalore,,,2460.355,3.0,,,UK
5672,Kiran,Male,43.0,Pune,,2023-11-06,2460.355,3.0,,9705224697,UK
C5673,Unknown,Female,43.0,Hyderabad,2024-08-18,2025-09-20,2460.355,3.0,,,Australia
C5674,Neha,Female,40.0,Pune,,2025-08-30,1716.24,3.0,user5673@mail.com,,India
C5675,Sneha,Female,42.0,Chennai,,,2460.355,3.0,,,Australia
C5676,Neha,Female,43.0,Ahmedabad,2024-09-18,,2460.355,3.0,,,India
5677,Sneha,Unknown,26.0,Delhi,,,2460.355,3.0,,,Unknown
,Amit,Male,43.0,Pune,2022-03-09,,2460.355,3.0,user5677@mail.com,,Australia
5679,Simran,Male,67.0,Kolkata,2025-06-09,,2460.355,3.0,,9298436219,USA
,Pooja,Male,43.0,Delhi,2022-09-05,,637.48,3.0,,9900333938,USA
C5681,Simran,Male,43.0,Bangalore,,,1141.01,4.0,,,Australia
,Amit,Female,43.0,Chennai,,,2460.355,3.0,,,Australia
C5683,Unknown,Female,43.0,Delhi,,,3900.45,3.0,,,India
5684,Amit,Unknown,43.0,Chennai,2021-10-30,,2460.355,3.0,,,Canada
5685,Pooja,Unknown,51.0,Chennai,,2021-08-14,2460.355,3.0,,,Unknown
5686,Amit,Female,43.0,Ahmedabad,,,2460.355,3.0,,9747697121,Unknown
5687,Unknown,Male,32.0,Unknown,2023-08-13,,929.51,3.0,user5686@mail.com,9244455858,Australia
5688,Rahul,Male,39.0,Chennai,2022-12-22,,2460.355,3.0,,9812616954,USA
C5689,Sneha,Female,43.0,Ahmedabad,2023-05-09,,2545.73,4.0,user5688@mail.com,,UK
C5690,Ravi,Male,43.0,Delhi,,,2460.355,3.0,,,UK
,Unknown,Male,27.0,Chennai,2023-08-03,2021-09-08,2460.355,3.0,user5690@mail.com,,UK
5692,Rahul,Male,43.0,Kolkata,,,2460.355,3.0,,9257698922,Unknown
C5693,Unknown,Female,19.0,Kolkata,,2025-05-09,2460.355,3.0,user5692@mail.com,,Unknown
,Rahul,Male,30.0,Pune,2025-01-09,,2460.355,3.0,user5693@mail.com,,UK
5695,Priya,Male,43.0,Chennai,,2025-09-13,2460.355,3.0,,,Canada
5696,Unknown,Unknown,43.0,Chennai,,,1901.25,3.0,,9885213145,Canada
5697,Unknown,Female,26.0,Unknown,2025-08-17,,4591.58,2.0,,,USA
,Unknown,Female,19.0,Mumbai,2023-02-03,,2460.355,3.0,,,Unknown
C5699,Kiran,Unknown,43.0,Kolkata,,,2460.355,3.0,,9169899589,Australia
C5700,Sneha,Unknown,43.0,Chennai,,2025-01-10,2460.355,3.0,,9348811905,UK
C5701,Amit,Unknown,40.0,Unknown,,2023-11-25,3371.95,1.0,,,Unknown
5702,Sneha,Male,47.0,Delhi,2022-06-03,2025-08-14,2460.355,3.0,,,Canada
